image_id,mean,std
i02_20_5.bmp,2.80556,0.10259000000000001
i02_21_1.bmp,5.97297,0.173
i02_21_2.bmp,5.2973,0.12599000000000002
i02_21_3.bmp,4.6,0.12255999999999999
i02_21_4.bmp,3.2777800000000004,0.07465
i02_21_5.bmp,2.36111,0.08005
i02_22_1.bmp,5.51351,0.15107
i02_22_2.bmp,5.24324,0.15002000000000001
i02_22_3.bmp,4.48571,0.08448
i02_22_4.bmp,3.80556,0.09477000000000001
i02_22_5.bmp,2.22222,0.08881
i02_23_1.bmp,6.77778,0.15768
i02_23_2.bmp,5.54054,0.11839000000000001
i02_23_3.bmp,3.44444,0.09973
i02_23_4.bmp,2.1621599999999996,0.08975
i02_23_5.bmp,0.81081,0.11988
i02_24_1.bmp,6.08108,0.18081
i02_24_2.bmp,4.91667,0.11369000000000001
i02_24_3.bmp,3.0,0.09623
i02_24_4.bmp,2.11111,0.10227
i02_24_5.bmp,0.89189,0.12552
I03_01_1.bmp,5.76923,0.09905
i03_01_2.bmp,5.1052599999999995,0.08145
i03_01_3.bmp,4.68421,0.10595
i03_01_4.bmp,4.25,0.09842999999999999
i03_01_5.bmp,3.925,0.10833
i03_02_1.bmp,6.18421,0.12814
i03_02_2.bmp,6.28205,0.09559
i03_02_3.bmp,5.25,0.10457999999999999
i03_02_4.bmp,5.0,0.1
i03_02_5.bmp,4.6,0.12145
i03_03_1.bmp,4.65,0.11484000000000001
i03_03_2.bmp,4.076919999999999,0.105
i03_03_3.bmp,3.85,0.10338
i03_03_4.bmp,3.28205,0.07206
i03_03_5.bmp,2.89474,0.09697
i03_04_1.bmp,6.38462,0.14329
i03_04_2.bmp,5.65789,0.10707
i03_04_3.bmp,5.225,0.12984
i03_04_4.bmp,4.6,0.11068
i03_04_5.bmp,3.575,0.09929
i03_05_1.bmp,6.5,0.15
i03_05_2.bmp,5.6315800000000005,0.12577
i03_05_3.bmp,5.3,0.10124
i03_05_4.bmp,4.30769,0.09698999999999999
i03_05_5.bmp,3.4736800000000003,0.081
i03_06_1.bmp,4.81579,0.11682999999999999
i03_06_2.bmp,4.53846,0.12997
i03_06_3.bmp,4.1,0.10488
i03_06_4.bmp,3.75,0.09842999999999999
i03_06_5.bmp,3.5,0.11725999999999999
i03_07_1.bmp,4.97436,0.11169000000000001
i03_07_2.bmp,4.1,0.10488
i03_07_3.bmp,3.84615,0.09272000000000001
i03_07_4.bmp,3.825,0.09279
i03_07_5.bmp,3.6153800000000005,0.0779
i03_08_1.bmp,6.34211,0.1193
i03_08_2.bmp,5.6,0.11068
i03_08_3.bmp,4.47368,0.081
i03_08_4.bmp,3.75,0.12119
i03_08_5.bmp,2.95,0.09321
i03_09_1.bmp,6.65,0.13485999999999998
i03_09_2.bmp,6.25641,0.12932000000000002
i03_09_3.bmp,5.475,0.13687
i03_09_4.bmp,3.74359,0.11304000000000002
i03_09_5.bmp,2.47368,0.081
i03_10_1.bmp,6.23684,0.15087
i03_10_2.bmp,5.66667,0.13241
i03_10_3.bmp,5.05128,0.11999000000000001
i03_10_4.bmp,3.3,0.09487000000000001
i03_10_5.bmp,2.48718,0.08004
I03_11_1.BMP,5.3684199999999995,0.11423
i03_11_2.bmp,4.076919999999999,0.105
i03_11_3.bmp,2.84615,0.08534
i03_11_4.bmp,1.8205099999999999,0.06145
i03_11_5.bmp,0.7,0.09487000000000001
i03_12_1.bmp,5.41026,0.14827
i03_12_2.bmp,4.07895,0.10774
i03_12_3.bmp,2.84211,0.10867
i03_12_4.bmp,3.1,0.08515
i03_12_5.bmp,2.4,0.07746
I03_13_1.BMP,5.12821,0.10987000000000001
i03_13_2.bmp,3.64103,0.07681
i03_13_3.bmp,3.925,0.0961
i03_13_4.bmp,2.925,0.07406
i03_13_5.bmp,2.42105,0.08009
i03_14_1.bmp,5.076919999999999,0.12761
i03_14_2.bmp,6.0,0.17678
i03_14_3.bmp,4.85,0.15227000000000002
i03_14_4.bmp,4.46154,0.13972
i03_14_5.bmp,3.5,0.11725999999999999
i03_15_1.bmp,3.725,0.12240999999999999
i03_15_2.bmp,4.05,0.15391
i03_15_3.bmp,4.025,0.14356
i03_15_4.bmp,4.28205,0.15363
i03_15_5.bmp,4.7948699999999995,0.14586
i03_16_1.bmp,6.8205100000000005,0.12494000000000001
i03_16_2.bmp,6.525,0.18023
i03_16_3.bmp,5.975,0.15607000000000001
i03_16_4.bmp,6.075,0.15161
i03_16_5.bmp,5.02564,0.15164
i03_17_1.bmp,6.28205,0.13543
i03_17_2.bmp,6.75,0.16489
i03_17_3.bmp,5.2,0.12349
i03_17_4.bmp,6.575,0.19965
i03_17_5.bmp,3.7948699999999995,0.13164
i03_18_1.bmp,5.76923,0.1379
i03_18_2.bmp,5.71795,0.12535
i03_18_3.bmp,5.5641,0.12971
i03_18_4.bmp,5.0,0.14044
i03_18_5.bmp,4.65789,0.1304
i03_19_1.bmp,5.51282,0.10174
i03_19_2.bmp,5.02564,0.11742999999999999
i03_19_3.bmp,4.7,0.10724000000000002
i03_19_4.bmp,4.30769,0.10970999999999999
i03_19_5.bmp,3.69231,0.09698999999999999
i03_20_1.bmp,5.84211,0.12075
i03_20_2.bmp,5.46154,0.11942
i03_20_3.bmp,4.15789,0.09507
i03_20_4.bmp,3.17949,0.09506
i03_20_5.bmp,2.825,0.1054
i03_21_1.bmp,5.23684,0.0944
i03_21_2.bmp,4.4359,0.10754000000000001
i03_21_3.bmp,3.89744,0.10754000000000001
i03_21_4.bmp,3.17949,0.08004
i03_21_5.bmp,2.1,0.07746
i03_22_1.bmp,5.97436,0.10564000000000001
i03_22_2.bmp,5.358969999999999,0.12814
i03_22_3.bmp,5.23077,0.10547999999999999
i03_22_4.bmp,4.358969999999999,0.09236
i03_22_5.bmp,3.92105,0.10774
i03_23_1.bmp,6.71795,0.16196
i03_23_2.bmp,5.84615,0.12318
i03_23_3.bmp,3.9,0.0922
i03_23_4.bmp,2.65789,0.07696
i03_23_5.bmp,1.975,0.08282
i03_24_1.bmp,5.74359,0.10074
i03_24_2.bmp,4.2051300000000005,0.12124000000000001
i03_24_3.bmp,2.825,0.11117
i03_24_4.bmp,1.8157900000000002,0.082
i03_24_5.bmp,0.42105,0.08009
I04_01_1.bmp,5.7619,0.12050999999999999
i04_01_2.bmp,5.47619,0.10774
i04_01_3.bmp,4.92857,0.09155
i04_01_4.bmp,4.26829,0.09142
i04_01_5.bmp,4.0,0.08909
i04_02_1.bmp,6.275,0.11719
i04_02_2.bmp,6.15385,0.09956
i04_02_3.bmp,5.682930000000001,0.1002
i04_02_4.bmp,5.30952,0.11899000000000001
i04_02_5.bmp,4.53659,0.07787999999999999
i04_03_1.bmp,4.78049,0.08802
i04_03_2.bmp,4.21429,0.08607999999999999
i04_03_3.bmp,3.9,0.08515
i04_03_4.bmp,3.425,0.07816000000000001
i04_03_5.bmp,3.0238099999999997,0.07132999999999999
i04_04_1.bmp,6.125,0.10117000000000001
i04_04_2.bmp,6.26829,0.1337
i04_04_3.bmp,6.15,0.10926
i04_04_4.bmp,5.47619,0.10774
i04_04_5.bmp,4.80952,0.11288
i04_05_1.bmp,6.30952,0.12365999999999999
i04_05_2.bmp,5.90244,0.11338
i04_05_3.bmp,5.325,0.07406
i04_05_4.bmp,4.47619,0.07706
i04_05_5.bmp,3.7073199999999997,0.09283999999999999
i04_06_1.bmp,5.02381,0.08577
i04_06_2.bmp,4.560980000000001,0.12929000000000002
i04_06_3.bmp,4.2619,0.1068
i04_06_4.bmp,4.195119999999999,0.12541
i04_06_5.bmp,3.45,0.07866000000000001
i04_07_1.bmp,4.69048,0.09214
i04_07_2.bmp,4.075,0.10833
i04_07_3.bmp,3.5238099999999997,0.10234
i04_07_4.bmp,3.1428599999999998,0.09265
i04_07_5.bmp,2.95238,0.08878
i04_08_1.bmp,6.30952,0.14478
i04_08_2.bmp,5.926830000000001,0.11118
i04_08_3.bmp,5.38095,0.12118
i04_08_4.bmp,4.375,0.07655
i04_08_5.bmp,3.66667,0.11984000000000002
i04_09_1.bmp,6.38095,0.12118
i04_09_2.bmp,5.804880000000001,0.10472999999999999
i04_09_3.bmp,5.048780000000001,0.1032
i04_09_4.bmp,3.7804900000000004,0.07327
i04_09_5.bmp,2.5,0.07906
i04_10_1.bmp,6.07143,0.15206
i04_10_2.bmp,5.97561,0.13575
i04_10_3.bmp,5.07143,0.09155
i04_10_4.bmp,3.2619,0.08947000000000001
i04_10_5.bmp,2.19048,0.09664
I04_11_1.BMP,5.3,0.12349
i04_11_2.bmp,4.0,0.10647999999999999
i04_11_3.bmp,2.9024400000000004,0.08997999999999999
i04_11_4.bmp,2.0,0.0
i04_11_5.bmp,0.88095,0.09644
i04_12_1.bmp,6.05,0.10577
i04_12_2.bmp,4.64286,0.10001
i04_12_3.bmp,3.9285699999999997,0.10855
i04_12_4.bmp,2.90476,0.08116
i04_12_5.bmp,2.6585400000000003,0.07406
I04_13_1.BMP,4.66667,0.09913
i04_13_2.bmp,3.84615,0.05777
i04_13_3.bmp,3.3571400000000002,0.10001
i04_13_4.bmp,3.4634099999999997,0.07787999999999999
i04_13_5.bmp,2.38095,0.09495
i04_14_1.bmp,5.07143,0.12774000000000002
i04_14_2.bmp,6.40476,0.17515999999999998
i04_14_3.bmp,6.0,0.10647999999999999
i04_14_4.bmp,4.40476,0.11692999999999999
i04_14_5.bmp,3.6097599999999996,0.10840999999999999
i04_15_1.bmp,3.38095,0.11640999999999999
i04_15_2.bmp,3.40476,0.11692999999999999
i04_15_3.bmp,3.5,0.14385
i04_15_4.bmp,3.7561,0.08982000000000001
i04_15_5.bmp,4.05128,0.08843999999999999
i04_16_1.bmp,6.28571,0.12727
i04_16_2.bmp,6.642860000000001,0.18694000000000002
i04_16_3.bmp,6.09524,0.17757
i04_16_4.bmp,5.66667,0.15525999999999998
i04_16_5.bmp,5.15385,0.14294
i04_17_1.bmp,6.0,0.14677
i04_17_2.bmp,6.66667,0.15673
i04_17_3.bmp,4.78049,0.11703
i04_17_4.bmp,7.214289999999999,0.21700999999999998
i04_17_5.bmp,3.925,0.08936000000000001
i04_18_1.bmp,5.414630000000001,0.12895
i04_18_2.bmp,5.02439,0.09439
i04_18_3.bmp,4.66667,0.11500999999999999
i04_18_4.bmp,4.2381,0.12958
i04_18_5.bmp,3.9268300000000003,0.11640999999999999
i04_19_1.bmp,5.452380000000001,0.13129000000000002
i04_19_2.bmp,5.35714,0.11577
i04_19_3.bmp,4.90244,0.10801
i04_19_4.bmp,4.425,0.07816000000000001
i04_19_5.bmp,4.16667,0.10603
i04_20_1.bmp,6.452380000000001,0.13554000000000002
i04_20_2.bmp,5.225,0.09005
i04_20_3.bmp,4.19048,0.09059
i04_20_4.bmp,3.11905,0.08386
i04_20_5.bmp,2.41463,0.0911
i04_21_1.bmp,5.14634,0.09485
i04_21_2.bmp,4.73171,0.07732
i04_21_3.bmp,3.8095199999999996,0.0841
i04_21_4.bmp,3.2195099999999996,0.06464
i04_21_5.bmp,2.0,0.0
i04_22_1.bmp,6.02439,0.10625
i04_22_2.bmp,5.78571,0.15259
i04_22_3.bmp,4.42857,0.10724000000000002
i04_22_4.bmp,4.12195,0.09252
i04_22_5.bmp,2.90476,0.11070999999999999
i04_23_1.bmp,6.425,0.13175
i04_23_2.bmp,5.40476,0.11692999999999999
i04_23_3.bmp,3.87805,0.11014000000000002
i04_23_4.bmp,2.95122,0.09726
i04_23_5.bmp,1.47619,0.10234
i04_24_1.bmp,5.547619999999999,0.10755
i04_24_2.bmp,3.7619,0.09994
i04_24_3.bmp,2.58537,0.07694
i04_24_4.bmp,1.9047599999999998,0.07384
i04_24_5.bmp,0.58537,0.09741
I05_01_1.bmp,5.525,0.13223
i05_01_2.bmp,5.5,0.13229000000000002
i05_01_3.bmp,4.84615,0.09956
i05_01_4.bmp,4.05128,0.08843999999999999
i05_01_5.bmp,3.5609800000000003,0.1246
i05_02_1.bmp,5.829269999999999,0.14997
i05_02_2.bmp,5.682930000000001,0.16339
i05_02_3.bmp,5.325,0.15964
i05_02_4.bmp,5.09756,0.14555
i05_02_5.bmp,4.25641,0.09399
i05_03_1.bmp,5.09756,0.12816
i05_03_2.bmp,4.4878,0.1385
i05_03_3.bmp,3.675,0.10833
i05_03_4.bmp,3.07317,0.08719
i05_03_5.bmp,2.375,0.11558
i05_04_1.bmp,5.63415,0.16812
i05_04_2.bmp,5.75,0.16105
i05_04_3.bmp,5.575,0.14529
i05_04_4.bmp,4.926830000000001,0.16682
i05_04_5.bmp,4.4,0.11619000000000002
i05_05_1.bmp,5.625,0.14003
i05_05_2.bmp,5.39024,0.18536
i05_05_3.bmp,4.7,0.11292
i05_05_4.bmp,3.8157900000000002,0.09005
i05_05_5.bmp,2.92308,0.07593
i05_06_1.bmp,4.375,0.15284
i05_06_2.bmp,3.92308,0.14223
i05_06_3.bmp,3.5,0.12747999999999998
i05_06_4.bmp,3.3170699999999997,0.11665999999999999
i05_06_5.bmp,2.51282,0.11392999999999999
i05_07_1.bmp,5.275,0.15805999999999998
i05_07_2.bmp,5.26829,0.13808
i05_07_3.bmp,4.53846,0.13493
i05_07_4.bmp,4.05128,0.11999000000000001
i05_07_5.bmp,3.1463400000000004,0.13162000000000001
i05_08_1.bmp,5.4,0.14053
i05_08_2.bmp,4.66667,0.10468
i05_08_3.bmp,3.6585400000000003,0.12725
i05_08_4.bmp,2.7804900000000004,0.10064
i05_08_5.bmp,1.25,0.14031
i05_09_1.bmp,5.825,0.14953
i05_09_2.bmp,5.825,0.1219
i05_09_3.bmp,5.325,0.14743
i05_09_4.bmp,3.5,0.13229000000000002
i05_09_5.bmp,1.36585,0.14119
i05_10_1.bmp,5.73171,0.16907
i05_10_2.bmp,5.15385,0.09272000000000001
i05_10_3.bmp,4.707319999999999,0.16268
i05_10_4.bmp,3.4390199999999997,0.11465
i05_10_5.bmp,1.87805,0.15500999999999998
I05_11_1.BMP,5.7561,0.14545
i05_11_2.bmp,5.4,0.17607
i05_11_3.bmp,4.5,0.14142000000000002
i05_11_4.bmp,3.66667,0.11657000000000001
i05_11_5.bmp,2.25,0.12119
i05_12_1.bmp,5.682930000000001,0.16699
i05_12_2.bmp,5.775,0.16003
i05_12_3.bmp,5.35,0.13942000000000002
i05_12_4.bmp,3.8,0.14662999999999998
i05_12_5.bmp,2.725,0.13687
I05_13_1.BMP,5.46341,0.11997000000000001
i05_13_2.bmp,4.90244,0.14958
i05_13_3.bmp,3.475,0.09992000000000001
i05_13_4.bmp,2.9756099999999996,0.10625
i05_13_5.bmp,1.9736799999999999,0.10842
i05_14_1.bmp,5.926830000000001,0.14792
i05_14_2.bmp,5.53659,0.15843
i05_14_3.bmp,5.60976,0.16134
i05_14_4.bmp,5.225,0.19522
i05_14_5.bmp,4.317069999999999,0.15971
i05_15_1.bmp,3.05,0.16183
i05_15_2.bmp,3.1,0.14490999999999998
i05_15_3.bmp,3.3170699999999997,0.16339
i05_15_4.bmp,3.9,0.17248
i05_15_5.bmp,3.84615,0.15186
i05_16_1.bmp,6.15,0.16413
i05_16_2.bmp,5.95,0.14979
i05_16_3.bmp,5.585369999999999,0.18244000000000002
i05_16_4.bmp,5.09756,0.20349
i05_16_5.bmp,4.25,0.17589000000000002
i05_17_1.bmp,5.3,0.1589
i05_17_2.bmp,6.829269999999999,0.20668000000000003
i05_17_3.bmp,4.025,0.13914
i05_17_4.bmp,6.560980000000001,0.2391
i05_17_5.bmp,2.8,0.14662999999999998
i05_18_1.bmp,4.775,0.15202000000000002
i05_18_2.bmp,4.2051300000000005,0.13164
i05_18_3.bmp,3.74359,0.15264
i05_18_4.bmp,3.5384599999999997,0.13972
i05_18_5.bmp,3.15,0.22514
i05_19_1.bmp,5.175,0.16158
i05_19_2.bmp,4.804880000000001,0.17662
i05_19_3.bmp,4.225,0.1145
i05_19_4.bmp,3.65,0.11484000000000001
i05_19_5.bmp,3.36585,0.11827
i05_20_1.bmp,5.682930000000001,0.18395
i05_20_2.bmp,5.560980000000001,0.17939000000000002
i05_20_3.bmp,5.02439,0.15613
i05_20_4.bmp,4.475,0.12240999999999999
i05_20_5.bmp,3.28205,0.09559
i05_21_1.bmp,5.6,0.11619000000000002
i05_21_2.bmp,4.925,0.11930999999999999
i05_21_3.bmp,4.36585,0.11312
i05_21_4.bmp,3.35,0.10338
i05_21_5.bmp,2.475,0.09992000000000001
i05_22_1.bmp,5.275,0.15805999999999998
i05_22_2.bmp,5.25,0.14895
i05_22_3.bmp,4.7561,0.13260999999999998
i05_22_4.bmp,4.1,0.11619000000000002
i05_22_5.bmp,3.17073,0.1239
i05_23_1.bmp,5.73171,0.16188
i05_23_2.bmp,5.575,0.12692
i05_23_3.bmp,5.63415,0.16089
i05_23_4.bmp,5.7561,0.16097999999999998
i05_23_5.bmp,5.439019999999999,0.17605
i05_24_1.bmp,5.525,0.14572000000000002
i05_24_2.bmp,5.60976,0.17547000000000001
i05_24_3.bmp,5.2,0.16279000000000002
i05_24_4.bmp,3.9512199999999997,0.13776
i05_24_5.bmp,2.6097599999999996,0.12378
I06_01_1.bmp,5.75676,0.17684
i06_01_2.bmp,5.16667,0.15957000000000002
i06_01_3.bmp,5.02703,0.14548
i06_01_4.bmp,4.31429,0.11967
i06_01_5.bmp,3.61111,0.11965999999999999
i06_02_1.bmp,6.16216,0.2041
i06_02_2.bmp,5.78378,0.17572000000000002
i06_02_3.bmp,5.45946,0.16033
i06_02_4.bmp,4.83333,0.11452999999999999
i06_02_5.bmp,4.38889,0.13765
i06_03_1.bmp,4.58333,0.12653
i06_03_2.bmp,4.05714,0.10647000000000001
i06_03_3.bmp,3.4722199999999996,0.12099000000000001
i06_03_4.bmp,2.94595,0.10073
i06_03_5.bmp,2.5,0.08333
i06_04_1.bmp,5.83333,0.17786
i06_04_2.bmp,5.86111,0.17635
i06_04_3.bmp,5.69444,0.17489000000000002
i06_04_4.bmp,5.08108,0.18081
